961	166	5.0	1038960000
4974	2827	4.0	1216771200
64	2702	5.0	1189728000
224	375	4.0	1221523200
2465	2459	5.0	1148774400
4670	1890	5.0	986688000
2521	392	5.0	1092787200
3061	1715	5.0	1138579200
86	1023	4.0	1304380800
270	199	4.0	1139270400
3220	1988	4.0	1010448000
2340	2229	3.0	1073260800
4530	3117	5.0	1400716800
4279	2383	5.0	1108598400
209	1699	5.0	966988800
5076	2468	1.0	1132617600
541	2202	3.0	1132531200
3650	2458	4.0	1118793600
2821	1837	3.0	992131200
2646	2267	5.0	1401235200
1358	1825	4.0	1132272000
1533	903	5.0	994550400
4361	3220	2.0	1328486400
1482	1345	4.0	1348876800
1627	1192	4.0	1325635200
5325	3377	3.0	1365811200
20	3105	4.0	1330905600
1524	1890	3.0	1077753600
233	627	5.0	983404800
3293	768	5.0	1077148800
4092	2377	5.0	1113955200
2889	1061	1.0	939772800
351	1673	5.0	1055376000
3213	2545	3.0	1144800000
1285	2505	5.0	1126742400
1710	3055	5.0	1336176000
1268	1112	4.0	976060800
2885	934	4.0	1011916800
1654	2422	1.0	1115337600
565	798	4.0	1045612800
1369	3366	2.0	1349136000
1359	1684	5.0	1191888000
1735	987	5.0	1178928000
4155	1555	5.0	1349049600
613	1769	5.0	958003200
126	1281	5.0	1071792000
2189	411	5.0	1138147200
3419	754	5.0	1109548800
5361	3159	5.0	1304208000
4783	2107	5.0	1071100800
307	1891	5.0	1111622400
877	917	5.0	1038182400
88	1413	4.0	1109635200
5239	3283	5.0	1384041600
1839	3045	5.0	1265155200
4542	1747	3.0	1320278400
1158	1410	5.0	1068249600
4450	2410	5.0	1101859200
2736	3105	4.0	1353024000
3212	1672	5.0	1063756800
2631	427	5.0	1188345600
136	536	4.0	1116374400
702	966	5.0	1236297600
669	797	5.0	1058659200
300	2371	5.0	1151020800
479	544	5.0	1160352000
1667	787	5.0	1098403200
422	140	5.0	1063324800
4437	3103	4.0	1315958400
3398	741	5.0	1140825600
5150	3211	4.0	1317772800
1201	908	3.0	1023062400
2685	551	5.0	1107129600
1720	869	3.0	1229472000
1905	237	4.0	1276905600
138	2029	4.0	1078876800
3363	739	4.0	1310515200
2523	2286	5.0	1079308800
2266	927	5.0	1366588800
1158	2201	4.0	1068249600
4083	2032	5.0	1098835200
5316	3027	5.0	1382918400
1712	807	5.0	1113264000
1743	2693	5.0	1186617600
1278	643	5.0	1011744000
2587	2878	5.0	1219968000
4462	2057	5.0	1027468800
1109	2768	5.0	1370044800
4846	3221	5.0	1340841600
515	106	5.0	1081296000
184	851	5.0	981590400
4207	2200	5.0	1062979200
501	3221	4.0	1331596800
2380	2224	4.0	1065052800
413	2279	5.0	1151280000
774	1210	3.0	1270080000
4891	2147	5.0	1191456000
397	868	5.0	997142400
1031	106	5.0	1129248000
1806	1799	5.0	1057104000
81	137	5.0	1032480000
569	1985	5.0	1139961600
392	322	4.0	1043884800
2282	335	5.0	1088208000
1974	636	5.0	972604800
813	150	5.0	965779200
1514	3365	5.0	1380844800
4444	3306	5.0	1362441600
2961	2413	5.0	1369267200
294	626	5.0	954288000
2562	1859	3.0	987638400
4382	3124	3.0	1299542400
2644	1532	5.0	1318809600
143	176	5.0	1324080000
1280	1933	4.0	995155200
4275	1686	3.0	955065600
3329	2826	5.0	1209427200
508	1585	5.0	922924800
4010	1205	5.0	944524800
5505	3482	5.0	1379894400
2886	2576	4.0	1156291200
524	1727	5.0	956620800
1568	2265	5.0	1108252800
2187	907	3.0	1189900800
710	2117	5.0	1043452800
658	2505	4.0	1127001600
54	994	5.0	1197158400
761	2057	4.0	1062633600
252	9	5.0	1100044800
4036	1222	5.0	1144713600
1391	2124	5.0	1039219200
86	1042	5.0	1252972800
4084	1970	4.0	1021766400
1796	2257	5.0	1117670400
5475	3428	5.0	1371081600
3123	1910	5.0	1108857600
2549	852	5.0	1374796800
3477	2539	5.0	1134864000
1297	1902	4.0	1206057600
798	1859	4.0	974937600
218	1434	3.0	1273536000
1725	548	4.0	1047427200
1129	118	3.0	1143417600
1645	2215	1.0	1058140800
495	746	2.0	945043200
440	1197	5.0	971654400
138	682	4.0	1089417600
191	148	5.0	1388361600
294	2383	2.0	1104537600
520	2575	3.0	1146528000
5150	3099	3.0	1285804800
3031	2524	3.0	1132444800
3246	3388	5.0	1373500800
1738	2938	3.0	1263772800
5509	3363	5.0	1390176000
1482	1606	5.0	1315094400
970	700	5.0	1373155200
1774	1255	5.0	1386115200
3237	1002	5.0	1001635200
490	1828	5.0	1221696000
3412	1353	5.0	1161820800
1170	2478	5.0	1121040000
5119	2515	5.0	1305763200
2079	1693	5.0	1142294400
5108	2468	4.0	1132012800
1796	2508	5.0	1128211200
1925	2630	4.0	1193616000
2320	1850	4.0	1062288000
2235	3165	5.0	1303344000
364	1208	5.0	1115337600
1748	1598	4.0	972604800
175	2670	4.0	1177632000
3001	2127	2.0	1108684800
1157	2288	5.0	1085270400
1759	648	5.0	1117238400
4048	2077	5.0	1064534400
3700	1744	5.0	964051200
97	754	4.0	1242086400
1173	1779	4.0	1077235200
4431	2071	5.0	1027814400
4433	2182	4.0	1054598400
4703	2200	5.0	1056499200
3184	613	5.0	1019606400
961	1735	5.0	1042848000
1495	2419	5.0	1109116800
485	930	4.0	964051200
2162	2252	3.0	1081382400
4753	2077	5.0	1082505600
5150	3261	4.0	1332460800
969	266	4.0	1320019200
2832	2382	5.0	1098835200
130	666	4.0	1133136000
2163	2213	4.0	1063584000
1670	2964	5.0	1295740800
2523	2200	4.0	1056412800
5537	3453	5.0	1375315200
1676	487	5.0	1126310400
4277	2230	5.0	1197849600
1341	1708	4.0	1055980800
225	2208	5.0	1063670400
3141	2645	3.0	1393459200
1139	2649	3.0	1166140800
2466	558	1.0	1393286400
1890	2113	5.0	1139961600
3078	1699	5.0	948844800
501	2524	5.0	1128643200
44	806	5.0	1068595200
291	679	5.0	1122336000
2925	2271	1.0	1149379200
3154	601	2.0	995673600
2029	2288	4.0	1084406400
501	2882	4.0	1229990400
1039	1565	5.0	1116892800
890	88	5.0	959990400
1091	1246	5.0	1028851200
562	1292	5.0	1147910400
4883	2482	2.0	1126051200
1143	2465	5.0	1120089600
765	716	5.0	1056844800
4620	2224	5.0	1073001600
4551	2508	4.0	1132272000
2104	714	1.0	1240963200
4461	1680	5.0	965347200
4165	2153	4.0	1047772800
4028	2581	5.0	1157673600
3588	1618	2.0	1086048000
2320	1660	5.0	1084492800
303	2708	5.0	1208476800
3025	1896	4.0	1079481600
