133	1324	4.0	1205107200
399	1705	5.0	1132704000
675	723	5.0	966470400
3971	2338	3.0	1094256000
2246	1530	4.0	962064000
4524	2998	5.0	1254182400
2117	435	4.0	1151020800
3581	1086	5.0	1228435200
4513	1726	5.0	1108684800
2336	348	5.0	1026000000
4396	1649	5.0	952732800
2997	2192	5.0	1227916800
2127	411	4.0	1347148800
1047	1996	3.0	1158969600
208	2761	3.0	1149292800
2388	2140	5.0	1047340800
138	104	4.0	1089590400
318	391	5.0	1177977600
399	1844	4.0	1160092800
294	318	5.0	954892800
184	834	5.0	976665600
2269	2083	4.0	1109721600
4385	3428	5.0	1355702400
3312	695	5.0	1065744000
1632	2173	3.0	1076889600
436	2419	3.0	1108944000
1372	716	3.0	1285545600
2049	276	5.0	1181088000
3647	2150	2.0	1069718400
143	419	5.0	1324425600
2171	2535	5.0	1226188800
5477	3207	3.0	1326240000
1448	2483	4.0	1139788800
355	123	5.0	1112832000
3105	2116	4.0	1049932800
2261	961	2.0	1373414400
3837	1400	4.0	987120000
3723	2370	4.0	1105056000
4086	2215	3.0	1101945600
510	1855	4.0	975801600
57	431	4.0	1095811200
3988	2621	4.0	1160524800
5514	3544	5.0	1388707200
4383	1666	4.0	1033430400
1328	796	5.0	1391817600
1353	2583	3.0	1192233600
4696	1923	4.0	995155200
86	660	5.0	1265932800
392	2035	4.0	1041292800
5311	3330	5.0	1338249600
821	572	5.0	1065225600
1132	316	1.0	947289600
3920	1635	4.0	1084924800
2147	3370	3.0	1359504000
2431	1707	5.0	1067990400
586	2838	4.0	1213056000
4805	2406	5.0	1102723200
396	1707	1.0	1057363200
3347	719	5.0	969321600
3198	2892	3.0	1243987200
3540	3159	4.0	1384214400
237	1733	5.0	1088035200
4480	2460	4.0	1127260800
1664	908	5.0	970185600
4732	1966	5.0	1016496000
573	1298	4.0	1278288000
1356	1318	5.0	1017792000
1277	1033	3.0	961286400
1193	1635	5.0	1119139200
982	2673	3.0	1184803200
165	2663	3.0	1265846400
1042	1145	5.0	1109289600
5088	2483	5.0	1122336000
3439	1258	4.0	1088640000
2705	505	5.0	1293753600
4874	2215	1.0	1066867200
3098	696	3.0	959731200
1232	2289	5.0	1342656000
2157	3163	5.0	1306454400
982	3005	4.0	1256947200
1695	1419	5.0	1079395200
422	2284	2.0	1079395200
953	1098	5.0	1369958400
482	1777	5.0	959212800
4648	2367	4.0	1106611200
279	2028	3.0	1235779200
1693	3026	5.0	1261699200
1731	204	3.0	1102464000
2114	786	4.0	1337644800
1029	2234	2.0	1082160000
300	357	3.0	1162252800
1566	2224	5.0	1064275200
1252	558	5.0	975628800
5529	3467	1.0	1397952000
248	1950	3.0	1013126400
1673	1345	5.0	1313107200
2771	1950	3.0	1061856000
5244	2988	3.0	1259625600
512	41	5.0	976492800
252	2017	5.0	1012435200
2485	746	5.0	1233446400
565	290	5.0	1101081600
1667	1168	4.0	1100044800
1278	2091	5.0	1039564800
13	637	5.0	1138752000
1183	643	5.0	1318896000
3465	2732	4.0	1190678400
5341	3443	5.0	1366675200
548	1337	4.0	1002672000
1692	2659	3.0	1170720000
1757	983	2.0	1007424000
1670	1611	5.0	1296345600
1247	1477	5.0	1040688000
4291	2271	3.0	1081814400
593	2843	4.0	1233532800
