706	1489	5.0	1233532800
1199	1002	5.0	1176508800
1316	2219	4.0	1356652800
844	129	5.0	1085443200
4152	2422	5.0	1109635200
1250	3241	4.0	1337212800
2930	1909	4.0	1027728000
1699	1601	5.0	926208000
4417	1812	3.0	975974400
2039	1799	5.0	993168000
765	718	5.0	1020902400
3197	2576	5.0	1150848000
3191	1880	3.0	1172620800
1147	176	5.0	1042934400
3332	1081	5.0	1065312000
29	39	4.0	959731200
1857	226	5.0	1402012800
1965	979	5.0	1006387200
86	1462	4.0	1347235200
1565	209	5.0	1370649600
2424	2394	2.0	1099958400
2059	476	4.0	1032307200
1955	395	5.0	1115164800
399	2411	4.0	1133740800
4489	1705	2.0	991872000
4865	2826	5.0	1209427200
2579	411	5.0	1181347200
1841	667	5.0	1157241600
921	2021	4.0	1376524800
2770	471	5.0	1129075200
3054	562	5.0	1388534400
248	1353	4.0	996969600
1058	1646	3.0	1331769600
130	1795	5.0	1174176000
4813	2495	5.0	1188777600
2508	1737	4.0	1356480000
987	1942	5.0	1371600000
4706	2085	5.0	1107043200
4077	1290	5.0	1023926400
4924	2265	4.0	1072224000
3900	1127	5.0	1366761600
5164	3290	5.0	1356739200
656	2246	5.0	1115078400
5165	2935	5.0	1239580800
2680	434	5.0	1364947200
4072	1427	4.0	1029283200
4393	2653	5.0	1175212800
98	601	4.0	1057795200
184	50	5.0	1002240000
840	663	5.0	1352851200
97	2598	5.0	1165536000
1755	247	5.0	1160784000
208	1040	5.0	1350691200
955	2077	4.0	1070236800
458	36	5.0	1060905600
5141	2654	4.0	1175299200
4028	2105	5.0	1034121600
62	812	4.0	1343692800
367	334	3.0	1185580800
86	724	5.0	1236211200
713	360	5.0	1085097600
2583	459	5.0	945216000
1627	2123	4.0	1193702400
487	1726	4.0	1002844800
991	1395	5.0	1089158400
215	1713	4.0	1343606400
438	2156	4.0	1049500800
3598	2345	5.0	1266364800
2055	648	5.0	1385942400
2338	805	5.0	1095638400
2514	1054	5.0	1128988800
3008	3307	4.0	1363046400
2127	1012	4.0	993254400
4442	1981	4.0	1004227200
248	2275	4.0	1082505600
322	2292	3.0	1096502400
1946	249	3.0	1125619200
1062	2423	4.0	1116374400
